City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
0,Cockburn Town,TC,2022-09-19 17:41:18,21.4612,-71.1419,81.12,76,79,25.59
1,Gat,IL,2022-09-19 17:42:30,31.61,34.7642,79.48,100,40,5.82
2,Parvatsar,IN,2022-09-19 17:42:30,26.8833,74.7667,83.08,42,38,8.79
3,Punta Arenas,CL,2022-09-19 17:41:36,-53.15,-70.9167,41.11,70,0,8.05
4,Saint George,US,2022-09-19 17:42:31,37.1041,-113.5841,82.44,23,0,5.75
